0xa9924458d152f86eb7bd01c3879cd5e1aec55aa4,67000000000000000000
0x4536ae81ebefa82f4c78ce6cfb65c01439c95056,78000000000000000000
0xd0222a6a846e055e0ddd35bf5ece0cb40b383d85,25000000000000000000
0x0af20cbc0bc554f51e5017fb6c3e6d9d1311f06f,95000000000000000000
0x12ad5eab42a770097914aeac08be3345ecfcbf40,20000000000000000000
0x296f6d32316df841cfd6b60261741449e5d8a915,4000000000000000000
0x0b0ecb6154797ac5d0018358af4c5f4d659572fa,92000000000000000000
0xadd982a3faeca5ad5158b23adf9752229813533c,10000000000000000000
0xb755767b22972fa9223a9129d2cc087b22272afc,10000000000000000000
0xd6efad8e0d4a258941c9c0accd406ef24a522df4,18000000000000000000
